messageid,topics
9323,Найм и HR
9324,Найм и HR
9325,Найм и HR|Конфликты и проблемы
9326,Найм и HR
9327,Технический рост
9329,Технический рост
9330,Технический рост
9331,Технический рост
9332,Технический рост
9333,Технический рост
9334,Технический рост
9335,AI/ML|Технический рост
9336,AI/ML|Технический рост
9337,AI/ML|Технический рост
9339,AI/ML|Технический рост
9341,AI/ML|Технический рост
9344,Тестирование|AI/ML|Технический рост
9345,Тестирование|AI/ML|Технический рост
9346,AI/ML|Технический рост
9348,AI/ML
9353,Общие вопросы
9352,Общие вопросы
9354,AI/ML
9355,Архитектура|AI/ML
9356,Архитектура|AI/ML
9357,AI/ML
9358,AI/ML
9359,Архитектура|AI/ML
9360,Управление командой|AI/ML
9361,Управление командой|AI/ML
9362,AI/ML
9363,AI/ML
9366,Управление командой|AI/ML
9367,Управление командой|AI/ML
9368,Управление командой|AI/ML
9369,Управление командой|AI/ML
9371,Управление командой|AI/ML
9373,Управление командой|AI/ML
9375,Управление командой|AI/ML
9376,Управление командой|AI/ML
9377,Управление командой|AI/ML
9378,Управление командой|AI/ML
9380,Метрики и KPI
9383,Метрики и KPI
9384,Метрики и KPI
9386,Метрики и KPI
9387,Метрики и KPI
9388,Метрики и KPI
9390,AI/ML
9392,AI/ML
9393,AI/ML
9394,AI/ML
9395,AI/ML
9396,AI/ML
9397,AI/ML
9398,AI/ML
9399,Процессы разработки
9400,Общие вопросы
9401,Общие вопросы
9402,Общие вопросы
9403,Общие вопросы
9404,Процессы разработки
9406,Общие вопросы
9407,Общие вопросы
9410,Управление командой|Архитектура|Технический рост
9411,Управление командой|Процессы разработки|Архитектура|AI/ML|Конфликты и проблемы|Технический рост|Метрики и KPI
9426,AI/ML
9427,AI/ML
9428,AI/ML
9429,Общие вопросы
9430,Технический рост
9431,Технический рост
9432,Технический рост
9434,Конфликты и проблемы|Технический рост
9435,Технический рост
9436,Конфликты и проблемы|Технический рост
9437,AI/ML|Технический рост
9438,Конфликты и проблемы|Технический рост
9439,AI/ML|Конфликты и проблемы|Технический рост
9440,Конфликты и проблемы|Технический рост
9441,Конфликты и проблемы|Технический рост
9442,AI/ML|Конфликты и проблемы
9443,AI/ML|Конфликты и проблемы
9444,AI/ML|Конфликты и проблемы
9445,Конфликты и проблемы
9446,Конфликты и проблемы
9447,AI/ML|Конфликты и проблемы
9448,Конфликты и проблемы
9449,Найм и HR|Конфликты и проблемы|Технический рост
9450,Общие вопросы
9453,Общие вопросы
9454,Общие вопросы
9456,Управление командой
9457,Управление командой
9458,Общие вопросы
9460,Общие вопросы
9461,Общие вопросы
9462,Общие вопросы
9464,Общие вопросы
9465,Общие вопросы
9466,Общие вопросы
9468,AI/ML
9469,Общие вопросы
9470,AI/ML
9471,Процессы разработки|Конфликты и проблемы
9472,Конфликты и проблемы
9473,Конфликты и проблемы
9474,Конфликты и проблемы
9475,Конфликты и проблемы
9477,Конфликты и проблемы
9478,Общие вопросы
9482,Общие вопросы
9483,Общие вопросы
9484,Общие вопросы
9485,Общие вопросы
9486,Общие вопросы
9487,Общие вопросы
9488,Общие вопросы
9489,Общие вопросы
9490,Общие вопросы
9491,Общие вопросы
9492,Общие вопросы
9493,Общие вопросы
9494,Общие вопросы
9495,Общие вопросы
9497,Общие вопросы
9498,Общие вопросы
9499,Тестирование
9500,Тестирование
9501,Тестирование
9503,Тестирование
9504,Тестирование
9506,Тестирование
9507,AI/ML
9509,AI/ML
9510,AI/ML|Конфликты и проблемы
9511,AI/ML
9512,AI/ML
9513,AI/ML|Технический рост
9514,AI/ML|Конфликты и проблемы|Технический рост
9515,Технический рост
9516,Конфликты и проблемы|Технический рост
9517,Технический рост
9518,Технический рост
9519,Технический рост
9520,Технический рост
9521,Технический рост
9522,Технический рост
9524,Процессы разработки
9525,Процессы разработки
9526,Общие вопросы
9527,Общие вопросы
9528,Общие вопросы
9529,Общие вопросы
9530,Общие вопросы
9531,Общие вопросы
9532,Общие вопросы
9533,Общие вопросы
9534,Управление командой|AI/ML
9535,Общие вопросы
9536,Управление командой|AI/ML
9537,Общие вопросы
9538,Общие вопросы
9541,Общие вопросы
9545,Тестирование
9546,Тестирование
9547,Тестирование
9549,Тестирование
9550,Тестирование
9551,Тестирование
9553,AI/ML
9554,AI/ML
9555,Технический рост
9559,Общие вопросы
9561,Общие вопросы
9562,Общие вопросы
9564,Общие вопросы
9566,Общие вопросы
9567,Общие вопросы
9568,AI/ML
9569,AI/ML
9570,AI/ML
9572,AI/ML
9573,AI/ML
9574,AI/ML
9575,AI/ML
9576,AI/ML|Метрики и KPI
9577,AI/ML|Метрики и KPI
9578,AI/ML|Метрики и KPI
9579,Метрики и KPI
9580,Метрики и KPI
9581,Метрики и KPI
9582,Метрики и KPI
9583,Метрики и KPI
9584,Метрики и KPI
9585,Метрики и KPI
9586,Метрики и KPI
9587,Общие вопросы
9588,Архитектура
9589,Архитектура
9590,Архитектура
9591,Архитектура|Метрики и KPI
9592,Архитектура
9593,Архитектура|Метрики и KPI
9596,Архитектура|Метрики и KPI
9597,Архитектура|Метрики и KPI
9598,Архитектура|Метрики и KPI
9600,Архитектура
9602,Архитектура|Метрики и KPI
9603,Метрики и KPI
9604,AI/ML|Технический рост|Метрики и KPI
9605,AI/ML|Технический рост|Метрики и KPI
9606,Технический рост|Метрики и KPI
9607,Технический рост|Метрики и KPI
9608,Технический рост|Метрики и KPI
9609,Технический рост|Метрики и KPI
9610,Технический рост|Метрики и KPI
9611,Технический рост|Метрики и KPI
9612,Технический рост|Метрики и KPI
9613,Технический рост|Метрики и KPI
9616,Технический рост|Метрики и KPI
9617,Метрики и KPI
9618,Метрики и KPI
9620,Метрики и KPI
9621,Метрики и KPI
9622,Метрики и KPI
9623,Общие вопросы
9625,Управление командой
9626,Общие вопросы
9627,Общие вопросы
9628,Управление командой
9629,Общие вопросы
9630,Общие вопросы
9631,Управление командой
9632,Общие вопросы
9634,Метрики и KPI
9635,Конфликты и проблемы|Технический рост
9636,Конфликты и проблемы|Технический рост
9637,Конфликты и проблемы|Технический рост
9638,Общие вопросы
9639,Общие вопросы
9640,Общие вопросы
9641,Общие вопросы
9642,Общие вопросы
9643,AI/ML
9645,Общие вопросы
9646,AI/ML|Конфликты и проблемы
9647,Конфликты и проблемы
9648,AI/ML|Конфликты и проблемы
9649,Конфликты и проблемы
9650,AI/ML|Конфликты и проблемы
9651,AI/ML|Конфликты и проблемы
9652,Конфликты и проблемы
9654,Конфликты и проблемы
9657,AI/ML|Конфликты и проблемы
9659,AI/ML|Конфликты и проблемы
9660,AI/ML
9661,AI/ML
9662,Управление командой|AI/ML
9663,Управление командой|AI/ML
9664,Управление командой|AI/ML
9668,Тестирование
9669,Тестирование
9670,Тестирование
9671,Общие вопросы
9672,Общие вопросы
9673,Общие вопросы
9675,Технический рост
9676,Технический рост
9677,Технический рост
9678,Общие вопросы
9679,Технический рост
9680,Общие вопросы
9681,Общие вопросы
9682,Общие вопросы
9683,AI/ML
9686,Управление командой|AI/ML|Технический рост
9687,Управление командой|AI/ML|Конфликты и проблемы|Технический рост
9688,Управление командой|AI/ML|Технический рост
9689,Управление командой|AI/ML|Технический рост
9690,Управление командой|AI/ML|Технический рост|Метрики и KPI
9691,Управление командой|AI/ML|Технический рост
9692,Управление командой
9693,Управление командой|Тестирование|AI/ML|Конфликты и проблемы
9694,Управление командой
9695,Управление командой
9698,Управление командой|Процессы разработки|Тестирование|AI/ML|Конфликты и проблемы|Метрики и KPI
9699,Управление командой|Процессы разработки|AI/ML|Конфликты и проблемы|Метрики и KPI
9700,Управление командой|Процессы разработки|AI/ML|Конфликты и проблемы|Метрики и KPI
9701,Управление командой|Процессы разработки|AI/ML|Метрики и KPI
9702,Управление командой|Процессы разработки|Найм и HR|AI/ML|Метрики и KPI
9703,Управление командой|Процессы разработки|AI/ML|Метрики и KPI
9704,Управление командой|Найм и HR
9705,Найм и HR
9706,Управление командой|Найм и HR|Тестирование
9707,Управление командой|Найм и HR|Тестирование
9708,Управление командой|Найм и HR|Тестирование
9709,Управление командой|Найм и HR|Тестирование
9710,Управление командой|Найм и HR|Тестирование
9711,Управление командой|Тестирование|Метрики и KPI
9712,Управление командой|Найм и HR|Тестирование|Метрики и KPI
9713,Управление командой|Найм и HR|Тестирование|Метрики и KPI
9714,Управление командой|Найм и HR|Тестирование|Метрики и KPI
9715,Управление командой|Найм и HR|Тестирование|Метрики и KPI
9716,Управление командой|Процессы разработки|Найм и HR|Тестирование|AI/ML|Конфликты и проблемы|Технический рост|Метрики и KPI
9717,Управление командой|Найм и HR|Тестирование|Метрики и KPI
9718,Управление командой|Найм и HR|Архитектура|Тестирование|AI/ML|Метрики и KPI
9719,Управление командой|Найм и HR|Тестирование|Метрики и KPI
9720,Управление командой|Найм и HR|Тестирование|AI/ML|Метрики и KPI
9721,Управление командой|Найм и HR|Тестирование|AI/ML|Конфликты и проблемы|Технический рост|Метрики и KPI
9722,Процессы разработки|Найм и HR|Архитектура|Тестирование|AI/ML|Метрики и KPI
9723,Управление командой|Найм и HR|Архитектура|Тестирование|AI/ML|Метрики и KPI
9724,Процессы разработки|Найм и HR|Тестирование|Метрики и KPI
9725,Управление командой|Процессы разработки|Найм и HR|Тестирование|AI/ML|Метрики и KPI
9726,Управление командой|Процессы разработки|Найм и HR|Тестирование|AI/ML|Метрики и KPI
9727,Управление командой|Процессы разработки|Найм и HR|Архитектура
9728,Управление командой|Процессы разработки|Найм и HR
9729,Управление командой|Процессы разработки|Найм и HR|AI/ML
9730,Управление командой|Процессы разработки|Найм и HR|Архитектура
9731,Управление командой|Найм и HR|Архитектура
9732,Управление командой|Найм и HR|Метрики и KPI
9733,Управление командой|Найм и HR
9734,Управление командой|Найм и HR
9735,Управление командой|Найм и HR
9738,Управление командой|Найм и HR
9739,Найм и HR
9740,Управление командой|Найм и HR
9741,Управление командой|Найм и HR
9743,Управление командой|Процессы разработки|Найм и HR
9744,Управление командой|Процессы разработки|Конфликты и проблемы
9746,Процессы разработки|Найм и HR|Конфликты и проблемы
9747,Управление командой|Процессы разработки|Найм и HR|Конфликты и проблемы
9748,Управление командой|Процессы разработки|Найм и HR|Конфликты и проблемы
9749,Управление командой|Процессы разработки|Найм и HR|Конфликты и проблемы
9750,Управление командой|Процессы разработки|Найм и HR|Конфликты и проблемы
9751,Управление командой|Процессы разработки|Найм и HR|Конфликты и проблемы
9752,Управление командой|Процессы разработки|Найм и HR|Конфликты и проблемы|Метрики и KPI
9753,Управление командой|Процессы разработки|Найм и HR|Конфликты и проблемы
9754,Управление командой|Процессы разработки|Найм и HR
9755,Управление командой|Найм и HR
9756,Управление командой|Найм и HR
9757,Управление командой
9758,Общие вопросы
9759,Общие вопросы
9761,Общие вопросы
9762,Управление командой|Конфликты и проблемы|Метрики и KPI
9763,Управление командой|Конфликты и проблемы
9764,Управление командой|Конфликты и проблемы|Метрики и KPI
9765,Управление командой|Конфликты и проблемы|Метрики и KPI
9766,Управление командой|Конфликты и проблемы|Метрики и KPI
9767,Управление командой|Конфликты и проблемы|Метрики и KPI
9768,Управление командой|Конфликты и проблемы|Метрики и KPI
9769,Управление командой|Конфликты и проблемы|Метрики и KPI
9770,Управление командой|Найм и HR|Конфликты и проблемы|Метрики и KPI
9771,Управление командой|Конфликты и проблемы|Метрики и KPI
9772,Управление командой|Найм и HR|Конфликты и проблемы|Метрики и KPI
9773,Управление командой|Конфликты и проблемы
9774,Управление командой|Найм и HR|Конфликты и проблемы
9775,Управление командой|Конфликты и проблемы
9776,Управление командой
9780,Управление командой
9782,Управление командой
9783,Управление командой
9785,Управление командой
9786,Управление командой
9787,Управление командой
9788,Управление командой
9789,Управление командой|Конфликты и проблемы
9790,Управление командой|Конфликты и проблемы
9792,Управление командой|Конфликты и проблемы
9793,Управление командой|Конфликты и проблемы
9794,Управление командой|Процессы разработки|Архитектура|Тестирование|AI/ML|Конфликты и проблемы|Метрики и KPI
9796,Управление командой|Архитектура|Тестирование|Конфликты и проблемы
9797,Управление командой|Конфликты и проблемы
9798,Управление командой|Конфликты и проблемы
9799,Управление командой|Архитектура|Конфликты и проблемы
9800,Управление командой|Конфликты и проблемы
9802,Управление командой|Архитектура|Конфликты и проблемы
9805,Управление командой
9806,Управление командой
9808,Управление командой
9809,Управление командой
9810,Общие вопросы
9811,Управление командой|Удаленка и офис
9812,Управление командой|Удаленка и офис
9813,Управление командой|Удаленка и офис
9815,Управление командой|Удаленка и офис
9816,Управление командой|Удаленка и офис
9817,Управление командой|Удаленка и офис
9818,Управление командой|Удаленка и офис
9821,Управление командой|AI/ML|Удаленка и офис
9822,Управление командой|AI/ML|Удаленка и офис
9823,Управление командой|AI/ML|Удаленка и офис
9824,Управление командой|AI/ML|Удаленка и офис
9825,Управление командой|AI/ML|Удаленка и офис
9826,AI/ML
9827,AI/ML
9830,AI/ML
9832,AI/ML
9833,AI/ML
9835,AI/ML
9836,Общие вопросы
9837,Общие вопросы
9838,Метрики и KPI
9839,Общие вопросы
9840,Найм и HR|Архитектура|Метрики и KPI
9841,Метрики и KPI
9842,Общие вопросы
9843,Общие вопросы
9844,Найм и HR|Архитектура|Метрики и KPI
9847,Общие вопросы
9848,Общие вопросы
9850,Общие вопросы
9851,Найм и HR|Архитектура|AI/ML
9852,AI/ML
9855,AI/ML
9856,AI/ML
9857,AI/ML
9858,AI/ML
9859,AI/ML|Конфликты и проблемы
9860,AI/ML|Конфликты и проблемы
9861,AI/ML
9862,AI/ML
9863,AI/ML
9864,Общие вопросы
9865,Общие вопросы
9866,Общие вопросы
9867,Процессы разработки
9868,Процессы разработки
9869,Процессы разработки
9870,Процессы разработки
9871,Процессы разработки
9872,Процессы разработки
9873,Процессы разработки
9874,Процессы разработки
9875,Процессы разработки|AI/ML
9876,Процессы разработки|AI/ML
9877,Процессы разработки|AI/ML
9878,AI/ML
9879,AI/ML|Конфликты и проблемы
9881,AI/ML|Технический рост
9882,AI/ML
9884,Общие вопросы
9885,Общие вопросы
9886,Общие вопросы
9887,Общие вопросы
9888,Общие вопросы
9889,Общие вопросы
9890,Общие вопросы
9891,Управление командой
9892,Управление командой
9895,Управление командой
9896,Управление командой
9897,Управление командой|Процессы разработки|Найм и HR|Тестирование|AI/ML|Метрики и KPI|Удаленка и офис
9898,Управление командой|Найм и HR|Тестирование|Удаленка и офис
9899,Управление командой|Удаленка и офис
9900,Управление командой|Конфликты и проблемы|Удаленка и офис
9901,Управление командой|Конфликты и проблемы|Удаленка и офис
9902,Управление командой|Конфликты и проблемы|Удаленка и офис
9903,Управление командой|Конфликты и проблемы|Удаленка и офис
9904,Управление командой|Конфликты и проблемы|Удаленка и офис
9905,Конфликты и проблемы|Удаленка и офис
9906,Конфликты и проблемы|Удаленка и офис
9907,Управление командой|Конфликты и проблемы|Удаленка и офис
9908,Конфликты и проблемы|Удаленка и офис
9909,Управление командой|Удаленка и офис
9910,Управление командой|Удаленка и офис
9911,Управление командой
9912,Управление командой
9913,Управление командой
9914,Управление командой
9915,Управление командой
9916,Управление командой
9917,Управление командой
9918,Управление командой
9922,Управление командой
9923,Управление командой|AI/ML
9924,Общие вопросы
9925,Общие вопросы
9926,Общие вопросы
9928,AI/ML
9929,AI/ML
9930,AI/ML
9931,AI/ML
9933,Найм и HR|AI/ML
9935,AI/ML
9936,AI/ML
9937,AI/ML
9938,AI/ML
9940,Технический рост
9941,Технический рост
9942,Технический рост
9943,Процессы разработки|Технический рост
9945,Процессы разработки|Технический рост
9946,Технический рост
9950,Общие вопросы
9951,Общие вопросы
9952,Общие вопросы
9953,Общие вопросы
9954,Управление командой|Процессы разработки
9955,Управление командой|Процессы разработки
9956,Управление командой|Найм и HR
9957,Управление командой|Найм и HR
9958,Управление командой|Найм и HR
9960,Управление командой|Найм и HR
9961,Управление командой|Найм и HR
9962,Управление командой|Найм и HR
9964,Управление командой|Найм и HR
9965,Управление командой|Найм и HR
9966,Управление командой|Найм и HR|AI/ML
9967,Управление командой|Найм и HR|AI/ML
9968,Управление командой|Найм и HR|AI/ML
9969,Управление командой
9970,Управление командой
9972,Общие вопросы
9974,Общие вопросы
9975,Общие вопросы
9976,Общие вопросы
9977,Общие вопросы
9978,Управление командой
9979,Общие вопросы
9980,Метрики и KPI
9981,Метрики и KPI
9982,Общие вопросы
9984,Общие вопросы
9985,Общие вопросы
9986,Управление командой|Найм и HR
9987,Найм и HR
9988,Общие вопросы
9989,Найм и HR
9990,Конфликты и проблемы
9991,Общие вопросы
9992,AI/ML|Конфликты и проблемы
9993,AI/ML
9995,Общие вопросы
9996,AI/ML|Метрики и KPI
9998,Общие вопросы
10000,AI/ML
10001,AI/ML
10003,Общие вопросы
10004,Общие вопросы
10005,Общие вопросы
10007,AI/ML
10008,Архитектура
10009,Общие вопросы
10010,Архитектура
10011,Общие вопросы
10012,Общие вопросы
10015,Конфликты и проблемы
10016,Конфликты и проблемы
10017,Конфликты и проблемы
10023,Конфликты и проблемы
10024,Конфликты и проблемы
10025,Конфликты и проблемы
10026,Конфликты и проблемы
10027,Конфликты и проблемы
10028,Конфликты и проблемы
10031,Конфликты и проблемы
10032,Управление командой|Конфликты и проблемы
10033,Управление командой
10034,Общие вопросы
10035,Общие вопросы
10036,Общие вопросы
10037,Управление командой
10038,Общие вопросы
10039,Общие вопросы
10040,Общие вопросы
10041,Общие вопросы
10042,Управление командой
10043,Общие вопросы
10044,Управление командой
10045,Найм и HR
10046,Общие вопросы
10047,Конфликты и проблемы
10048,Конфликты и проблемы
10049,Конфликты и проблемы|Технический рост
10052,Конфликты и проблемы
10053,Конфликты и проблемы|Технический рост
10054,Конфликты и проблемы|Технический рост
10055,Конфликты и проблемы|Технический рост
10056,Технический рост
10057,Технический рост
10058,Конфликты и проблемы|Технический рост
10059,Технический рост
10060,Управление командой|Технический рост
10061,Технический рост
10062,Технический рост
10063,Технический рост
10064,Общие вопросы
10065,Метрики и KPI
10066,Метрики и KPI
10067,Архитектура|Метрики и KPI
10068,Метрики и KPI
10070,Архитектура|Метрики и KPI
10072,Метрики и KPI|Удаленка и офис
10073,Метрики и KPI
10074,Метрики и KPI|Удаленка и офис
10076,Метрики и KPI
10077,Управление командой|Метрики и KPI
10078,Управление командой|Метрики и KPI
10080,Управление командой
10082,Управление командой
10083,Управление командой|Архитектура
10084,Управление командой
10085,Управление командой|Архитектура
10086,Управление командой
10087,Управление командой|Процессы разработки|Удаленка и офис
10088,Управление командой|Процессы разработки
10089,Управление командой|Конфликты и проблемы
10090,Управление командой|Процессы разработки|Удаленка и офис
10091,Управление командой|Удаленка и офис
10092,Управление командой|Удаленка и офис
10093,Общие вопросы
10096,Общие вопросы
10097,Удаленка и офис
10098,Удаленка и офис
10099,Удаленка и офис
10100,Конфликты и проблемы|Удаленка и офис
10101,Конфликты и проблемы|Удаленка и офис
10102,Конфликты и проблемы|Удаленка и офис
10103,Конфликты и проблемы|Удаленка и офис
10104,Конфликты и проблемы|Удаленка и офис
10106,Конфликты и проблемы|Удаленка и офис
10107,Конфликты и проблемы|Удаленка и офис
10108,Найм и HR|Конфликты и проблемы|Удаленка и офис
10109,Найм и HR|Конфликты и проблемы|Удаленка и офис
10111,Найм и HR|Конфликты и проблемы|Удаленка и офис
10112,Найм и HR|Конфликты и проблемы|Удаленка и офис
10113,Управление командой|Найм и HR|Конфликты и проблемы|Удаленка и офис
10116,Управление командой|Найм и HR|Конфликты и проблемы|Удаленка и офис
10117,Управление командой|Найм и HR|Конфликты и проблемы|Удаленка и офис
10118,Управление командой|Найм и HR|Конфликты и проблемы|Удаленка и офис
10123,Управление командой|Найм и HR|Конфликты и проблемы|Удаленка и офис
10124,Управление командой|Найм и HR|Конфликты и проблемы|Удаленка и офис
10125,Управление командой|Найм и HR|Конфликты и проблемы|Удаленка и офис
10126,Управление командой|Найм и HR|Конфликты и проблемы
10127,Управление командой|Найм и HR|Конфликты и проблемы|Удаленка и офис
10128,Управление командой|Найм и HR|Конфликты и проблемы|Удаленка и офис
10129,Найм и HR|Конфликты и проблемы
10130,Найм и HR|Конфликты и проблемы
10131,Найм и HR|Конфликты и проблемы
10132,Найм и HR|Конфликты и проблемы
10133,Найм и HR|Конфликты и проблемы
10134,Найм и HR|Конфликты и проблемы
10135,Конфликты и проблемы
10136,Найм и HR|Конфликты и проблемы
10137,Конфликты и проблемы
10138,Конфликты и проблемы
10139,Тестирование|Конфликты и проблемы
10141,Конфликты и проблемы
10142,Конфликты и проблемы
10143,Тестирование|Конфликты и проблемы
10144,Конфликты и проблемы
10145,Конфликты и проблемы
10146,Конфликты и проблемы
10148,Общие вопросы
10149,Общие вопросы
10150,Общие вопросы
10151,Найм и HR
10152,Найм и HR
10153,Найм и HR
10154,Найм и HR
10156,Найм и HR
10157,Найм и HR
10158,Найм и HR
10159,Найм и HR|Конфликты и проблемы
10160,Найм и HR
10161,Найм и HR|Конфликты и проблемы
10162,Найм и HR|Конфликты и проблемы
10164,Найм и HR
10165,Общие вопросы
10166,Общие вопросы
10167,Общие вопросы
10168,Общие вопросы
10169,Общие вопросы
10170,Конфликты и проблемы
10171,Конфликты и проблемы|Технический рост
10172,Конфликты и проблемы
10173,Конфликты и проблемы
10174,Конфликты и проблемы
10175,Конфликты и проблемы
10176,Конфликты и проблемы
10177,Конфликты и проблемы
10178,Конфликты и проблемы
10180,Общие вопросы
10181,Конфликты и проблемы
10182,Общие вопросы
10183,Общие вопросы
10184,Общие вопросы
10186,Найм и HR|Удаленка и офис
10187,Общие вопросы
10188,Найм и HR|Удаленка и офис
10189,Найм и HR|Удаленка и офис
10190,Найм и HR|Удаленка и офис
10191,Общие вопросы
10192,Общие вопросы
10193,Общие вопросы
10195,Архитектура
10196,Общие вопросы
10197,Общие вопросы
10198,Общие вопросы
10199,Общие вопросы
10200,Общие вопросы
10204,Общие вопросы
10205,Общие вопросы
10206,Тестирование
10207,Конфликты и проблемы|Удаленка и офис
10208,Общие вопросы
10209,Тестирование
10210,Общие вопросы
10211,Общие вопросы
10213,Общие вопросы
10214,Общие вопросы
10215,Общие вопросы
10216,Общие вопросы
10218,Общие вопросы
10219,Найм и HR|Удаленка и офис
10223,Найм и HR|Удаленка и офис
10224,Найм и HR|Удаленка и офис
10225,Найм и HR|Удаленка и офис
10227,Найм и HR|Удаленка и офис
10228,Найм и HR|Конфликты и проблемы|Удаленка и офис
10229,Управление командой|Процессы разработки|Найм и HR|AI/ML|Технический рост|Метрики и KPI
10230,Управление командой|Процессы разработки|Найм и HR|AI/ML|Технический рост|Метрики и KPI
10231,Управление командой|Процессы разработки|AI/ML|Технический рост|Метрики и KPI
10234,Управление командой|Процессы разработки|AI/ML|Конфликты и проблемы|Технический рост|Метрики и KPI|Удаленка и офис
10235,Управление командой|Процессы разработки|AI/ML|Технический рост|Метрики и KPI
10236,Управление командой|Процессы разработки|Найм и HR|AI/ML|Технический рост|Метрики и KPI
10237,AI/ML|Конфликты и проблемы|Технический рост|Метрики и KPI
10238,AI/ML|Конфликты и проблемы|Технический рост|Метрики и KPI|Удаленка и офис
10241,AI/ML|Технический рост|Метрики и KPI
10243,AI/ML|Технический рост|Метрики и KPI
10244,Найм и HR|AI/ML|Технический рост|Метрики и KPI
10247,Общие вопросы
10248,Общие вопросы
10249,Общие вопросы
10252,AI/ML
10253,AI/ML
10254,Общие вопросы
10255,Общие вопросы
10258,Управление командой|Тестирование|Технический рост
10259,Управление командой|Тестирование|AI/ML|Конфликты и проблемы|Технический рост
10270,Управление командой|Тестирование|AI/ML|Технический рост
10275,Управление командой|Тестирование|Технический рост
10276,Управление командой|Тестирование|AI/ML|Конфликты и проблемы|Технический рост
10277,Управление командой|Тестирование|Конфликты и проблемы|Технический рост
10278,Управление командой|Тестирование|Технический рост
10279,Тестирование
10280,Управление командой|Тестирование
10281,Управление командой|Тестирование
10282,Тестирование
10283,Тестирование
10284,Тестирование
10285,Общие вопросы
10287,Общие вопросы
10288,Общие вопросы
10291,Процессы разработки|AI/ML
10293,Общие вопросы
10294,Процессы разработки|AI/ML
10296,Процессы разработки|AI/ML
10297,Общие вопросы
10298,Процессы разработки|AI/ML
10302,Общие вопросы
10303,Общие вопросы
10304,Общие вопросы
10309,Общие вопросы
10310,Общие вопросы
10312,Общие вопросы
10313,Метрики и KPI
10315,AI/ML
10316,AI/ML
10317,AI/ML
10318,AI/ML
10319,AI/ML
10320,AI/ML
10322,AI/ML
10325,AI/ML
10327,AI/ML
10328,AI/ML
10329,AI/ML
10330,AI/ML
10331,AI/ML
10332,AI/ML
10333,AI/ML|Технический рост
10334,AI/ML|Технический рост
10335,AI/ML|Технический рост
10340,AI/ML|Технический рост
10343,AI/ML|Технический рост
10346,AI/ML|Технический рост
10348,AI/ML|Технический рост
10352,AI/ML|Технический рост
10353,Общие вопросы
10357,Общие вопросы
10358,Общие вопросы
10359,Управление командой
10361,Управление командой
10363,Управление командой
10364,Управление командой
10365,Управление командой|Конфликты и проблемы
10367,Управление командой|Конфликты и проблемы
10369,Управление командой|AI/ML
10370,Управление командой|Удаленка и офис
10373,Управление командой
10374,Управление командой|AI/ML
10375,Управление командой
10376,Управление командой|Удаленка и офис
10377,Управление командой|Удаленка и офис
10378,Общие вопросы
10379,Найм и HR
10380,Найм и HR
10381,Управление командой
10382,Общие вопросы
10383,Архитектура
10386,Общие вопросы
10388,Общие вопросы
10389,Конфликты и проблемы
10390,Архитектура
10391,Конфликты и проблемы
10392,Общие вопросы
10393,Общие вопросы
10394,Общие вопросы
10395,Общие вопросы
10396,Общие вопросы
10397,Общие вопросы
10398,Общие вопросы
10399,Общие вопросы
10400,Общие вопросы
10401,Общие вопросы
10402,Общие вопросы
10403,Общие вопросы
10404,Общие вопросы
10405,Общие вопросы
10406,Общие вопросы
10407,Общие вопросы
10408,Общие вопросы
10409,Общие вопросы
10410,Общие вопросы
10411,Общие вопросы
10412,Общие вопросы
10413,Общие вопросы
10414,Общие вопросы
10415,Общие вопросы
10416,Конфликты и проблемы
10418,Конфликты и проблемы
10419,Конфликты и проблемы
10421,Конфликты и проблемы
10422,Конфликты и проблемы
10423,Конфликты и проблемы
10424,Конфликты и проблемы
10425,Конфликты и проблемы
10426,Конфликты и проблемы
10427,Конфликты и проблемы
10428,Конфликты и проблемы
10429,Общие вопросы
10430,Общие вопросы
10431,Конфликты и проблемы
10433,Конфликты и проблемы
10434,Конфликты и проблемы
10435,Конфликты и проблемы
10436,Конфликты и проблемы
10437,Конфликты и проблемы
10438,Конфликты и проблемы
10439,Конфликты и проблемы
10440,Конфликты и проблемы
10441,Конфликты и проблемы|Удаленка и офис
10442,AI/ML|Конфликты и проблемы
10443,Общие вопросы
10444,Общие вопросы
10445,Общие вопросы
10446,Общие вопросы
10447,Общие вопросы
10448,Конфликты и проблемы
10449,Общие вопросы
10450,Конфликты и проблемы
10451,Общие вопросы
10452,Общие вопросы
10453,AI/ML|Конфликты и проблемы
10454,Общие вопросы
10455,AI/ML
10456,Общие вопросы
10457,AI/ML
10459,Общие вопросы
10460,Общие вопросы
10461,Общие вопросы
10462,Общие вопросы
10463,Общие вопросы
10464,Общие вопросы
10465,Общие вопросы
10467,Общие вопросы
10466,Управление командой
10468,Общие вопросы
10469,Общие вопросы
10470,Общие вопросы
10471,Общие вопросы
10473,Конфликты и проблемы
10472,Конфликты и проблемы
10474,Конфликты и проблемы
10475,Конфликты и проблемы
10476,Конфликты и проблемы
10477,Конфликты и проблемы
10478,Конфликты и проблемы
10479,Конфликты и проблемы
10480,Архитектура|Конфликты и проблемы
10481,Архитектура|Конфликты и проблемы
10482,Архитектура|Конфликты и проблемы
10483,Общие вопросы
10484,Общие вопросы
10485,Общие вопросы
10486,Общие вопросы
10487,Общие вопросы
10488,Общие вопросы
10489,Общие вопросы
10490,Общие вопросы
10491,Общие вопросы
10492,Общие вопросы
